name,description,key_skills,experience_id,premium,employer_name,salary_from,salary_to,salary_gross,salary_currency,area_name,published_at
Системный администратор/Специалист по IT-инфраструктуре и связи,"Обязанности: 1. Администрирование, мониторинг и контроль РАБОТОСПОСОБНОСТИ ИТ-инфраструктуры компании. 2. Обеспечение защиты информации. 3. Составление технической документации, РАЗРАБОТКА инструкций Требования: 1. Знание принципов построения корпоративных сетей, сетевых протоколов, маршрутизации. 2. Навыки по настройке и администрированию интернет шлюзов (FreeBSD, RouterOS). 3. Знание операционных систем MS Windows server 2008-2019, Linux UBUNTU/CentOS и средств их администрирования, AD, GPO. 4. Навыки РАБОТЫ с почтовым сервером PostFix 5. Знание антивирусных продуктов корпоративного уровня. 6. Навыки по администрированию баз данных (MS SQL, Firebird).. Опыт РАБОТЫ с системами виртуализации (Proxmox, Hyper-V). 7. Уверенные знания принципов построения и функционирования IP-телефонии, администрирования IP-АТС на основе Asterisk/ 8. Навыки развёртывания, настройки и администрирования систем мониторинга (Zabbix). 9. Знания и умение развертывать VPN Условия:  Оформление в соответствии с ТК РФ. График РАБОТЫ: 5/2, с 09:00 до 18:00, пятница сокращенный РАБОЧИЙ день. Корпоративная мобильная связь. ЗАРАБОТНАЯ плата по договоренности с руководителем от 80 000 до 100 000 руб. Место РАБОТЫ: м. Семеновская или МЦК Соколиная гора, ул. Вольная, д. 35, стр. 19 ","Asterisk
Linux
MS SQL Server
Zabbix
Администрирование серверов Linux",between3And6,False,Группа Компаний ЖелДорЭкспедиция,80000.0,100000.0,False,RUR,Москва,10:55:10 24/06/2022
Аналитик 1С,"Требования  Общий опыт РАБОТЫ в 1С от 2 лет (программист, аналитик и т.п.) Опыт РАБОТЫ с 1С:КА или 1С:ERP Опыт подготовки или реализации Технических заданий на интеграцию 1С и других систем (Битрикс 24, БУС, WB и т.п. на основе Rest API, HTTP или XML) Уверенные знания основных объектов метаданных 1С Наличие сертификатов 1С:Специалист (любых)  Чем предстоит заниматься  Интервью с Заказчиками по сбору Требований (ФТС) Подготовка Технических заданий по собранным ФТС Согласование с Заказчиком Технических заданий Поддержка и контроль качества исполнения РАБОТ по ТЗ Консультационная поддержка Заказчика по приемке результатов РАБОТ по Техническим Заданиям  Мы предлагаем  Удаленный формат РАБОТЫ При желании - офис, Санкт-Петербург. Окладно-сдельная модель мотивации Официальное оформление Полная занятость ","1С: Бухгалтерия
1С: Предприятие 8
Ведение переговоров
Деловая переписка
РАБОТА в команде
Деловое общение
Автоматизация процессов
Бизнес-консультирование
Бизнес-моделирование",between3And6,False,Внедренцы и Программисты,60000.0,90000.0,False,RUR,Санкт-Петербург,11:03:39 24/06/2022
Сервис менеджер,"Обязанности:  РАБОТА с персоналом по технологиям сервиса Решение спорных и конфликтных ситуаций РАБОТА с отзывами и возражениями Сервисная и информационная поддержка клиентов  Требования:  Опыт РАБОТЫ в сфере услуг от полугода Высокие сервисные навыки, клиентоориентированность Уверенный пользователь ПК Знание основ психологии будет преимуществом Знание делового этикета, доброжелательность, активность, стрессоустойчивость.  Условия:  График РАБОТЫ 5/2 с 10:00 до 19:00 Оформление по ТК РФ  Стабильная ЗАРАБОТНАЯ плата   РАБОТА в крупной развивающейся компании.   Молодой, дружный коллектив.  ","Клиентоориентированность
РАБОТА в команде
Грамотная речь
Урегулирование конфликтов
Деловое общение",between1And3,False,Акватория развлечений,40000.0,40000.0,True,RUR,Нижний Новгород,12:05:41 24/06/2022
Менеджер маркетплейсов и интернет-магазинов (в офисе),"Уважаемые соискатели, это новое направление. Компания является дистрибьютором климатической техники   Обязанности:  Выполнение планов по продажам в интернет-магазинах и на маркетплейсах Размещение товаров собственных брендов на маркетплейсах (OZON, WILDBERRIS, СберМегаМаркет и проч.) Повышение узнаваемости бренда Выполнение планов по продажам Увеличение рейтингов и отзывов Обеспечение своевременных оплат Обеспечение соблюдения РРЦ маркетплейсами Ответы на отзывы и обращения  Требования:  Успешный опыт РАБОТЫ с указанными маркетплейсами Желание расти и развиваться вместе с компанией Уверенный пользователь ПК  Условия:  Достойная ЗАРАБОТНАЯ плата (оклад 40 000 руб + % (0,1-0,2-0,3) от выручки + KPI + годовой бонус) Возможность построить карьеру Профессиональная команда Офис рядом с метро Беговая 5-тидневная РАБОЧАЯ неделя с 9 до 18 часов с оформлением в штат Отпуск 28 календарных дней Оформление по ТК РФ ","Опытный пользователь ПК
Эффективное решение проблем
Внимательность к мелочам
Разрешать конфликтные ситуации
Умение организовывать РАБОТУ
Многозадачность
Желание расти и развиваться
Желание РАБОТАТЬ и развиваться
Желание ЗАРАБАТЫВАТЬ
Коммуникабельность
Опытный пользователь ПК, знание MS Office",between1And3,False,К-Трейд,50000.0,250000.0,False,RUR,Москва,17:03:24 30/06/2022
Веб-дизайнер / Web Designer,"  В рекламное интернет-агентство I-Brand требуется веб-дизайнер.  РАБОТА строго в штат ( не удаленно, не фриланс)  Кандидаты без портфолио не рассматриваются!  Обязанности: Веб-дизайн. Нужно уметь делать баннеры (статика - .gif, jpeg и анимированные .html5), дизайн лендингов и несложных сайтов.  Дизайн сайтов для агентства (собственные внутренние проекты агентства) РАЗРАБОТКА баннеров – форматы – анимационный .html5, статичные - .gif, .jpeg; РАЗРАБОТКА лендингов под рекламные акции клиентов; Помощь в оформлении презентаций (шаблоны слайдов, креативные идеи оформления); Визуализация идей; Взаимодействие с аккаунт-менеджерами проектов и сотрудниками компании при РАЗРАБОТКЕ рекламных материалов (баннеры, лендинги);  Требования:  Опыт РАБОТЫ в направлении WEB-дизайна – обязателен; Опыт РАБОТЫ с баннерами .html5 и статичными рекламными веб-материалами; Знание современных трендов и технологий в веб дизайне и веб РАЗРАБОТКЕ; Отличное знание графического пакета Adobe; Врожденное чувство вкуса и красоты; Наличие интересного портфолио; Нацеленность на профессиональный рост и личностное развитие; Умение РАБОТАТЬ в команде, готовность РАБОТАТЬ в сжатых сроках и с большим объемом проектов; Любые дополнительные навыки (фотография, моушн, 3d и даже рисунок) будут большим плюсом и получат возможности для реализации.  Условия:  Бизнес-центр B+ класса, метро Авиамоторная Полный РАБОЧИЙ день с 10 до 19‚ 5-ти дневная РАБОЧАЯ неделя; Официальное оформление по Трудовому Кодексу РФ; Полис ДМС - дополнительное медицинское страхование; Бесплатное посещение конференций, тренингов, семинаров (100% оплачивает компания); Зарплата - от 90 000 до 120 000 рублей, обсуждается на собеседовании. ","Веб-дизайн
Web Design
баннеры
Дизайн
Креативность
Визуализация
HTML5",between1And3,True,I-Brand,90000.0,120000.0,True,RUR,Москва,14:37:34 01/07/2022
Менеджер по продукту,"РАБОТА удаленная продвижение бренда выстраивание стратегии продаж РАЗРАБОТКА плана умение формировать задачи умение делегировать ставить приоритеты выполнения задач ведение переговоров, создание договоров, общение и консультирование клиентов, привлечение партнеров, Обязанности: Требования: опыт РАБОТЫ с продвижением бренда понимание как выстроить продажи продукта продукт уже популярен и востребован во всем мире среди косметологов продает себя сам   Условия: стабильная зарплата + % от продаж  ","Ведение переговоров
РАБОТА в команде
Грамотная речь
Поиск и привлечение клиентов
Навыки продаж
Телефонные переговоры
Деловое общение
Консультирование клиентов
Управление отношениями с клиентами
Опыт продаж
Навыки делового общения
Делегирование
Удаленная РАБОТА
РАБОТА в условиях многозадачности
Способность к обучению и восприятию информации
Желание ЗАРАБАТЫВАТЬ
Коммуникабельность, стрессоустойчивость
Опытный пользователь ПК, знание MS Office
Выполнение поставленных задач",between3And6,False,Sia Biosenta,40000.0,150000.0,False,RUR,Москва,19:59:37 04/07/2022
Системный аналитик (банк),"В Банке открыта вакансия Системный аналитик. Проект: Инвестиционный бизнес. Мы команда, отвечающая за развитие и поддержание целостности сервисов брокерского и депозитарного обслуживания, а именно:  ПРОРАБАТЫВАЕМ архитектуру решений как для своих продуктов, так и совместно с другими командами Интеха, участвуем в РАЗРАБОТКЕ интеграционных решений, управляем релизным процессом нескольких систем, внедряем новые технологии в производственный процесс, запускаем новые продукты Брокерского бизнеса, Депозитария.  Основной фокус на ближайший год - РАЗРАБОТКА важнейших задач бизнеса с использованием современного стека технологий, подключение новых рынков и продуктов на СПБ, ММВБ, НРД и т.д.   Вы будете заниматься:  Проведением анализа бизнес-требований и РАЗРАБОТКОЙ технических решений; Декомпозированием и формированием скоупа задач для РАЗРАБОТКИ; РАБОТАТЬ над интеграционными задачами с различными смежными бэк и фронт системами – описывать потоки данных и формировать требования к взаимодействиям; Формировать требования с использованием UML-диаграмм, пользовательских историй и т.д.; Согласовывать ВЫРАБОТАННОЕ решение с потребителями, владельцами смежных системам; Участвовать в интеграционно-функциональном тестировании и приемо-сдаточных испытаниях; Предлагать идеи улучшения продуктов и взаимодействия; Вести и поддерживать документацию по системе в актуальном состоянии; Взаимодействовать с подрядчиками; Консультировать поддержку по сложным инцидентам, связанным с функциональностью системы.    Требования:  Высшее техническое и\или финансовое, экономическое образование; Опыт РАБОТЫ в качестве системного аналитика (банки, интеграторы, финтех, проф участники, Биржа) от 3-х лет, участие в интеграционных проектах; Понимание бэк офисных процессов, понимание процессов и продуктов на рынке ценных бумаг: Биржа, Депозитарий, Операционный департамент, Брокер. Опыт написания функциональных и технических требований к РАЗРАБАТЫВАЕМОЙ системе, написания технических проектов ИТ-решений, согласования проектной документации с заказчиками и РАЗРАБОТЧИКАМИ; Знакомство с микросервисной архитектурой; Знание принципов РАБОТЫ очередей; Опыт РАБОТЫ с реляционными базами данных; Опыт РАБОТЫ на системах бэк и фронт офиса: Diasoft Fa#, RS (R-Style), QQRT, QUIK. Умение описывать бизнес-процессы и пользовательское взаимодействие (помним про UML, BPMN); Знание методов интеграции, форматов и стандартов обмена (протоколы и контейнеры данных XML/XSD, JSON); Опыт РАБОТЫ с системами коллективной РАБОТЫ и документирования Confluence, JIRA, MS Project Понимание разных подходов к производственному процессу.    Личностные качества:  Целеустремленность в решении сложных задач; Умение РАБОТАТЬ в команде; Стремление к повышению профессионального уровня, освоение новых стеков; Проактивность; Нацеленность на результат; Ответственность; Аналитический склад ума; Хорошие коммуникативные навыки; Гибкость в подходах в производственному процессу: WaterFall, Agile, Scrum, Kanban.    Условия:    Оформление по ТК РФ (или ИП/самозанятость). График: фулл тайм, РАБОТА удаленная. Достойная ЗАРАБОТНАЯ плата. Профессиональное развитие, обучение за счет компании. Перспективы карьерного роста. Много интересных задач. Годовая премия до 100% от ежемесячного оклада по результатам РАБОТЫ. Длительный проект, полное погружение в продуктовую РАЗРАБОТКУ.   ","Atlassian Jira
Atlassian Confluence
XML
BPMN
UML",between3And6,False,АЙТИ.СПЕЙС,150000.0,350000.0,False,RUR,Москва,14:07:42 05/07/2022
Системый администратор,"Условия: Системный администратор на 0,5 ставки. Требования: Поддержка РАБОТОСПОСОБНОСТИ оргтехники , знание Windows 7, 8, 10\ Linux на уровне администратора, знание и умение диагностировать проблемы компьютерной периферии (принтеры, сканеры, МФУ), знание офисных программ (консультация сотрудников). ​​​","РАБОТА с ПК
Знание программ
Ответственность и пунктуальность
Внимательность, ответственность
РАБОТА с оргтехникой
Знание компьютера
не полный РАБОЧИЙ день",between1And3,False,Управление Роскомнадзора по Рязанской области,10000.0,15000.0,True,RUR,Рязань,14:46:32 05/07/2022
"Монтажник слаботочных систем (систем безопасности, видеонаблюдения, СКУД, ОПС, IT технологии)","Требуется монтажник-пусконаладчик систем безопасности, видеонаблюдения, СКУД, ОПС, IT технологий. Более 20 лет РАБОТЫ. Зарплата без задержек. Ищем монтажника с активной жизненной позицией, инициативностью, желанием РАБОТАТЬ и ЗАРАБАТЫВАТЬ и умеющего решать возникающие проблемы самостоятельно. Обязанности:  Прокладка слаботочных сетей. Установка оборудования. Осуществление пусконаладочных РАБОТ. Ремонт и сервисное обслуживание.  Требования:  техническая грамотность, владение ПК на высоком уровне, желателен опыт РАБОТЫ в видеонаблюдении, охранно-пожарной сигнализации ориентированность на результат самоорганизованность пунктуальность инструмент  Условия:  пятидневная РАБОЧАЯ неделя с 9:00 до 18:00 часов или командировки офис в центре города трудоустройство согласно ТК РФ предоставляем соц. пакет (больничные, отпуска и т.п) оплата телефонной связи, годовой бонус зарплата сдельная - зависит от вашего уровня, опыта, результата. собеседование по адресу: ул. Циолковского,29ж по предварительной записи.   ","монтаж СВН
монтаж ОПС
монтаж слаботочных сетей
монтаж СКУД
Пуско-наладочные РАБОТЫ
слаботочные системы
строительно-монтажные РАБОТЫ
система видеонаблюдения
охранно-пожарная-сигнализация
Гарантийное обслуживание
система контроля и управления доступом",between3And6,False,Группа компаний LUXCOM,70000.0,100000.0,False,RUR,Екатеринбург,07:29:54 06/07/2022
Дизайнер,"Обязанности:  Отрисовка логотипов; Верстка макетов; Ведение каталога с образцами вышивки и программ к ним; Создание программ для вышивки, расчет стоимости, пошив образцов.  Требования:  Образование сред. специальное/высшее; Опыт РАБОТЫ от 1 года; Знание компьютерных программ: CorelDraw, Microsoft Office, Adobe Illustrator; Стрессоустойчивость, внимательность, аккуратность, пунктуальность, ответственность, умение РАБОТАТЬ в режиме многозадачности.  Условия:  Оформление на РАБОТУ в соответствии с ТК РФ; Корпоративный транспорт, льготное питание Стабильные выплаты ЗАРАБОТНОЙ платы График РАБОТЫ 5/2 Место РАБОТЫ: г. Раменское, ул. Михалевича, д.114 ","Adobe Illustrator
CorelDRAW
Adobe Photoshop
Многозадачность
Google Chrome",between1And3,False,Восток-Сервис,53000.0,53000.0,False,RUR,Раменское,15:53:52 07/07/2022
"Технический специалист (Сантехник), г. Воронеж","Обязанности:  Выполнение мелких и текущих ремонтных РАБОТ в ресторанах Воронежского региона (электрика, общестрой, канализация, вентиляция) по заявкам и с согласования Регионального управляющего в рамках своих компетенций; Поиск подрядных аутсорсинговых организаций для выполнения ремонтных РАБОТ, выходящих за рамки своих компетенций Администрирование договорных взаимоотношений с аутсорсинговыми организациями по техническому обслуживанию инженерных сетей и систем, технологического оборудования. Контроль качества выполненных ремонтных РАБОТ и РАБОТ по техническому обслуживанию оборудования и инженерных систем и сетей действующих ресторанов. Оказание технической консультационной поддержки персонала действующих ТО по вопросам технической эксплуатации инженерных систем и сетей. ВЫРАБОТКА технических решений и рекомендаций для решения проблем технической эксплуатации действующих отделов.  Требования:  Опыт РАБОТЫ сантехником от 1 года Активность и желание выполнять в срок  Условия:  Трудоустройство по ТК РФ; График РАБОТЫ 5/2; Дружный коллектив Поможем адаптировать и влиться в команду; ","Мобильность
Сантехника
Электрика
Решение проблем",between1And3,False,MYBOX,35000.0,60000.0,True,RUR,Воронеж,18:56:31 08/07/2022
Специалист по телемаркетингу в IT компанию,"Привет :) Мы it компания, РАЗРАБОТЧИКИ уникального программного продукта для строительных компаний - системы автоматизации снабжения (SRM). Являемся резидентами Сколково.  Нашими постоянными клиентами являются такие известные строительные компании, как Сэтл Сити, ЛСР, ПС Корпорация, Мавис, RBI и многие другие. Познакомиться с продуктом можно на сайте: FaceKIT - Учет инструментов - Главная страница Мы ищем в свою команду &quot; Специалист по телемаркетингу&quot; Что предстоит делать:  Осуществлять звонки по холодной базе строительных компаний; Презентовать наш продукт закреплённым компаниям; Назначать онлайн встречи для менеджеров по продажам.  Мы ждём, что ты:  Интересуешься и хочешь развиваться в сфере в продаж; Обладаешь высокими навыками коммуникации.  Всему остальному мы Вас научим! Преимуществом будет опыт РАБОТЫ в телемаркетинге и холодных звонках. Мы предлагаем:  РАБОТУ в IT - компании с большим опытом РАБОТЫ и уникальным продуктом; Полностью БЕЛУЮ ЗАРАБОТНУЮ плата; - фиксированный оклад 40 000 (с учётом налоговых вычетов и отчислений)  Прозрачную систему KPI - Ваш бонус зависит от состоявшихся назначенных Вами встреч менеджеров по продажам и представителей закрепленных за Вами компаний; 5-дневную 8-часовую РАБОЧУЮ неделю (сб, вс, праздники – выходные); Дружелюбную атмосферу в команде единомышленников, конструктивный настрой и наставничество для новых сотрудников; Комфортабельный офис с видом на Неву в шаговой доступности от м. Выборгская;  Игровую зону в офисе (настольный теннис, кикер, дартс, настольные игры);   Завтраки и свежие фрукты.      ","Грамотная речь
Телемаркетинг
CRM
РАБОТА с возражениями
Позитивный настрой
Умение РАБОТАТЬ с клиентами
исходящие звонки
Холодные звонки
РАБОТА с существующей базой клиентов",noExperience,False,Синтека,40000.0,60000.0,False,RUR,Санкт-Петербург,14:37:36 09/07/2022
Инженер по холодильному оборудованию,"Компания «БОРГА ГРУПП» более 12 лет оказывает услуги по комплексному сервисному обслуживанию промышленного и торгового холодильного оборудованием, инженерных систем и вспомогательного оборудования на объектах. Мы оказываем полный цикл услуг по поддержанию РАБОТЫ оборудования на закрепленных объектах. В связи с развитием предприятия нашей Компании требуется Инженер по холодильному оборудованию;   Цели должности: 1)Сервисное обслуживание холодильных систем коммерческого назначения на объектах (магазины) в городе Екатеринбург и городах-спутниках. 2) Обеспечение безаварийной РАБОТЫ холодильного и технологического оборудования; Обязанности:   своевременное и качественное техническое обслуживание систем холодоснабжения и технологического оборудования на вверенном участке;   проведение планового и текущего ремонта на закрепленных объектах;   приемка объекта на сервис;  проведение инструктажа с персоналом магазина о правильной эксплуатации холодильного и технологического оборудования.    Требования:  Желательно: среднее техническое или высшее образование; Опыт РАБОТЫ от 1 года. Приветствуются знания по устройству и принципам РАБОТЫ и ремонта технологического оборудования; Готовность к разъездному характеру РАБОТЫ по г. Екатеринбургу и городам- спутникам;  Условия:  График РАБОТЫ: пятидневная РАБОЧАЯ неделя, с 9-18; Предполагается дежурство в выходные дни 1 раз в месяц по скользящему графику; Оформление по ТК РФ, официальная ЗАРАБОТНАЯ плата (стабильные выплаты 2 раза в месяц) ЗАРАБОТНАЯ плата оклад+ премия, совокупных доход от 50000 и выше. После испытательного срока предоставляется РАБОЧИЙ автомобиль, для разъезда по объектам; Оплата расходов на ГСМ, мобильной связи. ","Мобильность
Техническая эксплуатация
Водительское удостоверение категории B
Техническое обслуживание
Инженерные системы
Выездное обслуживание
Контроль исправности оборудования
Аварийно-восстановительные РАБОТЫ
Техническая грамотность",between1And3,False,БОРГА ГРУПП,50000.0,70000.0,False,RUR,Екатеринбург,14:27:35 11/07/2022
Аналитик данных,"WILDBERRIES — это крупнейший российский интернет-магазин, РАБОТАЮЩИЙ с 2004 года.14 стран присутствия и более 115 тыс. пунктов выдачи заказов.43 млн клиентов и более 1,5 млн ежедневных заказов8 из 10 заказов доставляются на следующий день.Свыше 40 000 человек в нашей команде. Круг задач:  Выстраивание ежедневного контроля и аналитики по эффективности бизнес-процессов; РАЗРАБОТКА мероприятий, направленных на сокращение затрат и повышение доходов бизнеса; Взаимодействие с руководителями, РАЗРАБОТЧИКАМИ, аналитиками и операционистами смежных бизнес-направлений; РАБОТА с данными (PostgreSQL, PowerQuery, Excel):○ контроль полноты и качества○ сравнение данных из разных источников, объяснение разниц○ подготовка витрин данных РАЗРАБОТКА форм и дэшбордов управленческой отчетности (Power BI, Superset, PowerPivot); Подготовка ad-hoc отчетов и ответов на запросы со стороны руководства.  Какие знания/навыки и требования необходимы?   Уверенное владение SQL, применение на ежедневной основе на текущем/прошлом РАБОЧЕМ месте; Уверенное владение Excel (формулы, сводные таблицы, графики); Опыт подготовки отчетов, на основании которых руководство принимало управленческие решения; Умение лаконично, последовательно и аргументированно формулировать собственные мысли и предложения; Умение критически мыслить, формулировать и проверять гипотезы, делать выводы; Умение мыслить и действовать вне рамок шаблонов и бюрократии, нацеленность на достижение результата; Решение задачи в автономном режиме, расстановка приоритетов; Способность предлагать план действий, принимать решения и нести ответственность за результат; Стрессоустойчивость, умение РАБОТАТЬ в сжатых сроках; Открытость новому, готовность непрерывно расширять технический инструментарий для достижения поставленных целей.  Мы предлагаем:   Официальное оформление в соответствии с ТК РФ; Официальная ЗАРАБОТНАЯ плата; График РАБОТЫ: 5\2 с 9/10 до 18/19; смешанный режим РАБОТЫ; Место РАБОТЫ: новый офис в шаговой доступности от ст. м. Автозаводская; Корпоративные скидки на продукцию Компании.  Уважаемые соискатели! Уведомляем Вас о том, что наша компания принимает участие в эксперименте по переходу на электронные кадровые документы (Федеральный закон № 122 от 24:04.2020). В Минтруде России состоим в реестре участников эксперимента. В связи с чем, для подписания всех кадровых документов через электронный формат при выборе взаимодействия с РАБОТОДАТЕЛЕМ таким способом, необходимо иметь подтвержденную учетную запись на гос.услугах.","MS SQL
Бизнес-анализ
Управленческая отчетность
MS Excel",between1And3,False,WILDBERRIES,150000.0,200000.0,False,RUR,Москва,16:39:44 12/07/2022
Управляющий кейтеринг,"Привет! Меня зовут Артем Гузеев. Моя компания AG Loft - одна из крупнейших лофт площадок Москвы. Создаем идеальные мероприятия: корпоративы, свадьбы, презентации авто, бизнес-мероприятия, концерты, фотосессии. У нас снимают клипы Егор Крид и Моргенштерн, нас можно увидеть в интервью крупных ютюб каналов. С каждым годом мы открываем все больше и больше новых локаци. В связи с расширением в нашу команду требуется активный, системный, результативный Управляющий кейтерингом, который полностью самоорганизован, креативный и амбициозный. Хочешь стать частью нашей, оставляй отклик и мы с вами свяжемся в ближайшее время! Тебе подойдет наша вакансия, если ты:   Имеешь опыт РАБОТЫ на руководящей должности от 3 лет в сфере услуг, преимущественно в кейтеринге, общепите, ресторане   Имеешь навыки РАБОТЫ с корпоративными клиентами   Способен формировать стандарты деятельности и контролировать их соблюдение   Знаешь как сформировать и вдохновить команду на лучшие результаты   Умеешь зажигать сотрудников, влиять на их настрой и на результаты команды   Умеешь находить подход к самым сложным гостям и действовать в непредвиденной ситуации   Обладаешь лидерскими качествами   Амбициозность и целеустремленность “твое второе Я”   Лучшая мотивация для тебя “Доход без потолка”.   Что мы предлагаем:   Доход на испытательном сроке 90 000 рублей   Доход после испытательного срока от 90 000 до 150 000. Оклад 60 000 руб. +% KPI, либо % от прибыли. Нет финансового потолка   График РАБОТЫ 5/2 выходные плавающие, с 10:00 до 19:00   Платим вовремя и без задержек   Непрерывное обучение и развитие вместе с компанией   Рост в должности и доходе, вплоть до партнера компании   Большое количество входящих теплых заявок, качественный продукт, который продает сам себя   Прямая коммуникация с собственником бизнеса   Ежегодное открытие новых залов   Молодой дружный коллектив, способный оказать поддержку.   Чем ты будешь заниматься:   Организовывать и контролировать РАБОТУ на площадках: кейтеринг, банкеты, фуршеты, кофе-брейки и т.д.   Поддерживать высокий уровень качества обслуживания гостей   Набирать, обучать и адаптировать сотрудников   Составлять график РАБОТЫ   Контролировать и организовывать поставки продуктов питания, напитков и расходных материалов   Заниматься бюджетированием   Повышать экономическую эффективность   Минимизировать потери   Кризисные решения.   Откликайтесь прямо сейчас и мы свяжемся с вами в течение 2 РАБОЧИХ дней. Удачи!","Управление персоналом
Кейтеринг
Loft площадки
Лидерство
Организация корпоративных мероприятий
Бюджетирование",between3And6,False,Топ Кадр,90000.0,150000.0,False,RUR,Москва,10:20:36 13/07/2022
Mobile Performance - Senior Account Manager,"Amity Digital is looking for a remote Senior Account Manager for Mobile advertising campaigns. Our company works on large-scale mobile app campaigns via media buying and direct publishers. Responsibilities:   Identifying areas of opportunity and executing plans to drive impact.   Performance Optimization – payouts, sources, trends.   Collaboration with team members from tech and business to generate growth.   Onboarding strong suppliers and developing campaigns to maximize KPIs.   Job Requirements:   Fluent English   Excellent communicational skills   2-5+ years&#39; worth of experience in App Campaign Management   Experience working with Ad Networks and Appsflyer   Proficiency with online media traffic analysis and source optimization procedures   Strong organizational, quantitative, and analytical skills   Thorough understanding of business measurements and KPIs   Proficiency in Excel (Pivot Tables, Vlookup)   Bachelor&#39;s degree - a plus   Full-control probabilistic attribution - a must!   At least 1 year of Appsflyer and other platforms such as Affise/ Swaarm - a significant advantage   Remote position. Time zone: Central Europe  ","Analytical skills
Account Management
Mobile Marketing
Communication skills
MS Excel
Negotiation skills",between1And3,False,Amity Digital,1000.0,2000.0,True,USD,Кипр,18:23:01 13/07/2022
